user_id,first_name,last_name,username,date_of_birth,native_language,learning_language,disability_id,created_at,profile_photo,setting_id,setting_type,font_color,background_color,font_size,font_weight,font_family,letter_spacing,line_spacing,word_spacing,text_alignment,is_auto_play_tts,bionic_reading,lists_with_bullets,wcag_compliant,score,age,passing_score
10000019,Holly,Myers,jorge.myers@harrison.com,2001-11-08,Japanese,English,90000001,2023-11-12 07:00:45,https://randomuser.me/api/portraits/women/25.jpg,40000019,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,94.6,22,True
10000020,Megan,Peterson,john.peterson@morse.biz,2010-07-20,Chinese,English,90000002,2023-11-12 19:46:12,https://randomuser.me/api/portraits/men/81.jpg,40000020,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,96.8,13,True
10000021,Samantha,Banks,paul.banks@king.com,2006-08-01,Russian,English,90000003,2023-11-12 02:54:58,https://randomuser.me/api/portraits/men/99.jpg,40000021,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,99.3,17,True
10000022,Amy,Taylor,kathleen.taylor@bell-roberts.com,2010-11-28,English,Spanish,90000001,2023-11-13 00:19:35,https://randomuser.me/api/portraits/women/87.jpg,40000022,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,95.1,12,True
10000023,Melissa,Anderson,kyle.anderson@perry.com,2012-10-01,English,French,90000002,2023-11-12 13:25:39,https://randomuser.me/api/portraits/men/80.jpg,40000023,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,46.6,11,False
10000024,Ernest,Walker,shane.walker@hutchinson.biz,2012-10-22,English,German,90000003,2023-11-12 21:54:48,https://randomuser.me/api/portraits/men/54.jpg,40000024,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,93.4,11,True
10000025,Robert,Bates,brandon.bates@brown-miles.info,2009-11-04,English,Latin,90000001,2023-11-12 18:59:35,https://randomuser.me/api/portraits/men/61.jpg,40000025,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,73.4,14,True
10000026,Rebecca,Munoz,aaron.munoz@simpson.info,2001-09-18,English,Japanese,90000002,2023-11-12 16:22:01,https://randomuser.me/api/portraits/women/4.jpg,40000026,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,62.4,22,False
10000027,Jacob,Key,cynthia.key@monroe.com,2007-09-14,English,Chinese,90000003,2023-11-12 16:27:09,https://randomuser.me/api/portraits/men/6.jpg,40000027,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,60.6,16,False
10000028,Leslie,Lewis,jennifer.lewis@baird.net,2011-04-13,English,Russian,90000001,2023-11-12 04:48:45,https://randomuser.me/api/portraits/men/93.jpg,40000028,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,93.0,12,True
10000029,James,Franklin,james.franklin@ramirez-good.com,2008-12-16,Spanish,English,90000002,2023-11-12 15:41:44,https://randomuser.me/api/portraits/men/70.jpg,40000029,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,88.4,14,True
10000030,Courtney,Johnson,robin.johnson@callahan.net,2011-12-09,French,English,90000003,2023-11-13 00:44:02,https://randomuser.me/api/portraits/women/57.jpg,40000030,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,45.2,11,False
10000031,Michael,Wiggins,joshua.wiggins@williams.com,2010-05-14,German,English,90000001,2023-11-12 12:42:39,https://randomuser.me/api/portraits/women/72.jpg,40000031,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,80.5,13,True
10000032,Stacey,Mays,renee.mays@mathis.org,2012-01-07,Latin,English,90000002,2023-11-12 19:15:22,https://randomuser.me/api/portraits/men/73.jpg,40000032,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,93.0,11,True
10000033,Jennifer,Orr,danielle.orr@savage-thompson.biz,2010-11-09,Japanese,English,90000003,2023-11-12 11:50:55,https://randomuser.me/api/portraits/men/69.jpg,40000033,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,82.9,13,True
10000034,Alan,Hernandez,mathew.hernandez@higgins-morgan.org,2001-06-22,Chinese,English,90000001,2023-11-12 02:45:09,https://randomuser.me/api/portraits/men/24.jpg,40000034,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,57.9,22,False
10000035,Joseph,Hernandez,brandy.hernandez@foster-kelley.com,2002-10-27,Russian,English,90000002,2023-11-12 18:39:29,https://randomuser.me/api/portraits/women/96.jpg,40000035,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,61.1,21,False
10000036,Jessica,Peck,kyle.peck@chandler.com,2007-12-03,English,Spanish,90000003,2023-11-12 05:12:30,https://randomuser.me/api/portraits/women/31.jpg,40000036,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,88.4,15,True
10000037,Cory,Kerr,thomas.kerr@martinez-wilson.info,2008-02-15,English,French,90000001,2023-11-12 02:37:46,https://randomuser.me/api/portraits/women/46.jpg,40000037,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,90.7,15,True
10000038,Kevin,Navarro,patricia.navarro@sims.com,2001-12-27,English,German,90000002,2023-11-12 04:20:06,https://randomuser.me/api/portraits/women/62.jpg,40000038,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,90.8,21,True
10000039,James,Walker,paul.walker@long.com,2008-07-01,English,Latin,90000003,2023-11-12 19:02:33,https://randomuser.me/api/portraits/men/83.jpg,40000039,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,92.9,15,True
10000040,Kristina,Klein,jeff.klein@richardson.org,2003-09-14,English,Japanese,90000001,2023-11-12 16:57:10,https://randomuser.me/api/portraits/men/3.jpg,40000040,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,92.4,20,True
10000041,James,Wilson,lynn.wilson@johnson.com,2002-11-21,English,Chinese,90000002,2023-11-12 19:21:03,https://randomuser.me/api/portraits/men/21.jpg,40000041,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,83.8,20,True
10000042,Raymond,Clark,bobby.clark@hanson.com,2008-08-31,English,Russian,90000003,2023-11-12 15:00:58,https://randomuser.me/api/portraits/women/4.jpg,40000042,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,76.6,15,True
10000043,Michael,Wilcox,daniel.wilcox@bird.biz,2009-09-25,Spanish,English,90000001,2023-11-12 19:17:22,https://randomuser.me/api/portraits/women/16.jpg,40000043,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,88.3,14,True
10000044,Erin,Barron,martha.barron@reid-baxter.net,2011-03-29,French,English,90000002,2023-11-12 09:13:04,https://randomuser.me/api/portraits/women/86.jpg,40000044,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,68.4,12,False
10000045,Alec,Thornton,julie.thornton@meyers-johnson.com,2005-03-28,German,English,90000003,2023-11-12 23:11:31,https://randomuser.me/api/portraits/men/11.jpg,40000045,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,89.9,18,True
10000046,Kristen,Kirby,brandi.kirby@mccarthy.net,2001-07-15,Latin,English,90000001,2023-11-12 03:40:06,https://randomuser.me/api/portraits/men/49.jpg,40000046,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,83.2,22,True
10000047,Jeffrey,Williams,alexis.williams@rivera-martin.com,2012-01-11,Japanese,English,90000002,2023-11-12 18:01:38,https://randomuser.me/api/portraits/women/72.jpg,40000047,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,78.3,11,True
10000048,Tanya,Wagner,rachel.wagner@johnson.net,2011-01-29,Chinese,English,90000003,2023-11-12 04:01:57,https://randomuser.me/api/portraits/women/35.jpg,40000048,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,17.9,12,False
10000049,Julie,Bullock,jamie.bullock@santana.biz,2011-03-15,Russian,English,90000001,2023-11-12 22:36:08,https://randomuser.me/api/portraits/women/90.jpg,40000049,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,75.6,12,True
10000050,Jesus,Hancock,andrew.hancock@yang.net,2010-07-27,English,Spanish,90000002,2023-11-12 10:31:01,https://randomuser.me/api/portraits/women/50.jpg,40000050,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,83.9,13,True
10000051,Marvin,Snyder,jose.snyder@barton-cruz.biz,2001-12-04,English,French,90000003,2023-11-12 07:12:57,https://randomuser.me/api/portraits/men/59.jpg,40000051,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,82.0,21,True
10000052,Danielle,Anderson,justin.anderson@brown-johnson.biz,2003-04-07,English,German,90000001,2023-11-12 19:09:34,https://randomuser.me/api/portraits/men/24.jpg,40000052,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,47.2,20,False
10000053,Pamela,Guzman,christopher.guzman@hernandez.org,2008-10-19,English,Latin,90000002,2023-11-12 15:19:52,https://randomuser.me/api/portraits/women/66.jpg,40000053,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,98.5,15,True
10000054,Stephen,Garcia,kimberly.garcia@johnson.com,2011-08-02,English,Japanese,90000003,2023-11-12 13:02:44,https://randomuser.me/api/portraits/men/66.jpg,40000054,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,64.1,12,False
10000055,Daniel,Dunn,michael.dunn@logan-waters.com,2001-11-21,English,Chinese,90000001,2023-11-12 23:27:58,https://randomuser.me/api/portraits/women/29.jpg,40000055,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,False,False,True,78.2,21,True
10000056,Jaclyn,Mendez,sarah.mendez@martinez.com,2007-06-18,English,Russian,90000002,2023-11-12 11:56:58,https://randomuser.me/api/portraits/men/59.jpg,40000056,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,72.4,16,True
10000057,Sabrina,Brennan,erin.brennan@stone.com,2007-07-15,Spanish,English,90000003,2023-11-12 17:26:20,https://randomuser.me/api/portraits/men/67.jpg,40000057,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,89.5,16,True
10000058,Nathan,Lee,michael.lee@jones.info,2005-03-18,French,English,90000001,2023-11-12 02:13:22,https://randomuser.me/api/portraits/men/97.jpg,40000058,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,30.9,18,False
10000059,Shirley,Estrada,ashley.estrada@hall.net,2012-10-01,German,English,90000002,2023-11-12 20:19:12,https://randomuser.me/api/portraits/women/70.jpg,40000059,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,84.2,11,True
10000060,Robert,Torres,daniel.torres@snow-henderson.com,2002-08-25,Latin,English,90000003,2023-11-12 16:23:07,https://randomuser.me/api/portraits/men/55.jpg,40000060,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,76.4,21,True
10000061,Bryan,Perry,eric.perry@moody.biz,2001-05-19,Japanese,English,90000001,2023-11-12 19:20:02,https://randomuser.me/api/portraits/women/75.jpg,40000061,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,21.3,22,False
10000062,Samantha,Rivers,jennifer.rivers@gomez.com,2012-08-20,Chinese,English,90000002,2023-11-12 02:19:19,https://randomuser.me/api/portraits/women/19.jpg,40000062,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,69.2,11,False
10000063,Michael,Thompson,maria.thompson@fuentes.org,2003-04-22,Russian,English,90000003,2023-11-12 08:49:29,https://randomuser.me/api/portraits/women/23.jpg,40000063,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,65.3,20,False
10000064,Aaron,Hopkins,jessica.hopkins@adkins.com,2012-08-06,English,Spanish,90000001,2023-11-12 02:08:59,https://randomuser.me/api/portraits/women/41.jpg,40000064,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,67.1,11,False
10000065,Sarah,Hall,donald.hall@rodriguez-cooper.com,2003-01-30,English,French,90000002,2023-11-12 02:16:10,https://randomuser.me/api/portraits/men/35.jpg,40000065,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,22.2,20,False
10000066,Tammy,Cox,thomas.cox@phillips-johns.net,2011-09-08,English,German,90000003,2023-11-12 13:09:27,https://randomuser.me/api/portraits/men/63.jpg,40000066,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,73.6,12,True
10000067,Jack,Kaiser,curtis.kaiser@parker.com,2004-08-28,English,Latin,90000001,2023-11-12 12:45:13,https://randomuser.me/api/portraits/men/77.jpg,40000067,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,80.0,19,True
10000068,William,Young,ivan.young@barnes-williams.com,2011-02-04,English,Japanese,90000002,2023-11-12 02:00:02,https://randomuser.me/api/portraits/women/17.jpg,40000068,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,71.8,12,True
10000069,Phillip,Park,david.park@pierce-yang.com,2010-12-03,English,Chinese,90000003,2023-11-12 16:37:26,https://randomuser.me/api/portraits/men/14.jpg,40000069,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,92.6,12,True
10000070,Kenneth,Gomez,john.gomez@wood.biz,2001-01-04,English,Russian,90000001,2023-11-12 16:26:35,https://randomuser.me/api/portraits/women/23.jpg,40000070,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,52.0,22,False
10000071,Suzanne,Valenzuela,scott.valenzuela@carter-ruiz.com,2002-09-18,Spanish,English,90000002,2023-11-12 11:20:12,https://randomuser.me/api/portraits/women/12.jpg,40000071,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,99.4,21,True
10000072,Daniel,Jacobs,eric.jacobs@griffin.biz,2003-11-03,French,English,90000003,2023-11-12 10:16:49,https://randomuser.me/api/portraits/women/34.jpg,40000072,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,84.2,20,True
10000073,Susan,Peterson,alexandra.peterson@ford-walsh.info,2004-05-01,German,English,90000001,2023-11-12 11:58:59,https://randomuser.me/api/portraits/men/99.jpg,40000073,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,98.8,19,True
10000074,Aaron,Hale,christine.hale@robinson.com,2010-02-21,Latin,English,90000002,2023-11-12 23:25:52,https://randomuser.me/api/portraits/men/85.jpg,40000074,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,88.2,13,True
10000075,Eric,Mccarthy,thomas.mccarthy@jimenez.biz,2005-08-19,Japanese,English,90000003,2023-11-13 00:15:55,https://randomuser.me/api/portraits/men/81.jpg,40000075,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,left aligned,False,False,False,False,72.4,18,True
10000076,Tracey,Martinez,nicole.martinez@smith.net,2010-10-06,Chinese,English,90000001,2023-11-12 15:40:44,https://randomuser.me/api/portraits/women/40.jpg,40000076,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,57.4,13,False
10000077,Sean,Francis,michael.francis@stout.com,2006-01-24,Russian,English,90000002,2023-11-12 20:40:54,https://randomuser.me/api/portraits/men/96.jpg,40000077,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,81.2,17,True
10000078,Matthew,Moreno,john.moreno@jones.com,2009-09-17,English,Spanish,90000003,2023-11-12 06:08:47,https://randomuser.me/api/portraits/women/2.jpg,40000078,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,69.9,14,False
10000079,Audrey,Burton,amanda.burton@sosa-stephens.com,2005-11-03,English,French,90000001,2023-11-12 17:21:30,https://randomuser.me/api/portraits/men/24.jpg,40000079,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,False,False,True,66.5,18,False
10000080,Nathan,Fuller,eric.fuller@martinez.net,2012-03-27,English,German,90000002,2023-11-12 12:08:14,https://randomuser.me/api/portraits/women/17.jpg,40000080,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,False,True,True,True,73.4,11,True
10000081,Michael,Kennedy,robert.kennedy@burns-mason.info,2011-12-17,English,Latin,90000003,2023-11-12 03:26:42,https://randomuser.me/api/portraits/men/76.jpg,40000081,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,77.5,11,True
10000082,Scott,Thomas,tyler.thomas@lewis.com,2009-10-30,English,Japanese,90000001,2023-11-12 03:40:19,https://randomuser.me/api/portraits/women/45.jpg,40000082,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,45.2,14,False
10000083,Gloria,Miller,stacy.miller@foster.com,2005-06-19,English,Chinese,90000002,2023-11-13 00:34:04,https://randomuser.me/api/portraits/men/2.jpg,40000083,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,8.0,18,False
10000084,Holly,Acosta,jeremy.acosta@roberts.com,2007-05-27,English,Russian,90000003,2023-11-12 07:22:42,https://randomuser.me/api/portraits/men/45.jpg,40000084,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,86.8,16,True
10000085,Mark,Wong,grace.wong@west.com,2009-10-14,Spanish,English,90000001,2023-11-12 12:45:37,https://randomuser.me/api/portraits/women/54.jpg,40000085,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,57.8,14,False
10000086,David,Lozano,sean.lozano@simmons-vasquez.com,2004-03-16,French,English,90000002,2023-11-12 17:14:45,https://randomuser.me/api/portraits/men/46.jpg,40000086,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,False,True,True,True,80.5,19,True
10000087,Shelby,Willis,brandon.willis@johnson-schultz.com,2007-01-20,German,English,90000003,2023-11-12 03:19:38,https://randomuser.me/api/portraits/men/72.jpg,40000087,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,left aligned,False,False,False,True,85.9,16,True
10000088,Julia,Byrd,jesse.byrd@salazar-bush.net,2005-09-15,Latin,English,90000001,2023-11-12 14:06:26,https://randomuser.me/api/portraits/women/11.jpg,40000088,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,False,False,False,13.7,18,False
10000089,Robert,Brown,heather.brown@huber.biz,2010-10-01,Japanese,English,90000002,2023-11-12 17:48:14,https://randomuser.me/api/portraits/women/94.jpg,40000089,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,56.7,13,False
10000090,Tracy,Padilla,jason.padilla@williams-williams.com,2000-12-07,Chinese,English,90000003,2023-11-12 11:48:14,https://randomuser.me/api/portraits/men/0.jpg,40000090,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,96.6,22,True
10000091,Diamond,Taylor,kristin.taylor@walker.com,2008-08-02,Russian,English,90000001,2023-11-12 08:16:26,https://randomuser.me/api/portraits/women/92.jpg,40000091,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,False,False,True,82.4,15,True
10000092,Matthew,Garcia,nicole.garcia@morris-bryant.com,2005-03-19,English,Spanish,90000002,2023-11-12 02:18:07,https://randomuser.me/api/portraits/women/25.jpg,40000092,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,False,False,False,False,64.9,18,False
10000093,Alejandra,Lee,christopher.lee@reed.com,2006-03-07,English,French,90000003,2023-11-12 20:04:20,https://randomuser.me/api/portraits/men/64.jpg,40000093,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,left aligned,False,False,False,True,59.6,17,False
10000094,Michelle,Scott,maurice.scott@allen.com,2008-09-16,English,German,90000001,2023-11-12 19:17:09,https://randomuser.me/api/portraits/women/69.jpg,40000094,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,False,False,True,88.9,15,True
10000095,Jenny,Williams,lisa.williams@stevens-wilson.com,2004-12-20,English,Latin,90000002,2023-11-12 04:50:49,https://randomuser.me/api/portraits/men/1.jpg,40000095,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,False,True,True,True,78.2,18,True
10000096,Margaret,Moore,nicole.moore@alexander.biz,2010-05-18,English,Japanese,90000003,2023-11-12 15:36:53,https://randomuser.me/api/portraits/men/93.jpg,40000096,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,left aligned,False,False,False,True,70.4,13,True
